Date,Price,Open,High,Low,Vol.,Change %
07/03/2019,11900.8,10835.9,11931.8,10835.9,998.73K,9.83%
07/02/2019,10835.9,10615.5,10923.5,9728.5,1.12M,2.07%
07/01/2019,10616.6,10821.4,11254.5,10041.6,1.04M,-1.87%
06/30/2019,10818.6,11906,12179.3,10765.4,880.77K,-9.14%
06/29/2019,11906.5,12408,12422.9,11490.8,834.62K,-4.05%
06/28/2019,12409.1,11288.4,12461.8,10970.5,1.09M,9.93%
06/27/2019,11287.8,13062.4,13422,10493.5,1.59M,-13.59%
06/26/2019,13063.8,11811.6,13929.8,11747.3,1.48M,10.62%
06/25/2019,11809.9,11046.6,11833.9,11033.7,781.09K,6.91%
06/24/2019,11046.4,10897.3,11114.4,10622.6,566.96K,1.37%
06/23/2019,10897.1,10721.5,11361.3,10557.8,683.79K,1.64%
06/22/2019,10721.7,10178.1,11160.5,10031.3,1.09M,5.33%
06/21/2019,10179.3,9517.7,10184.3,9517.4,769.12K,6.96%
06/20/2019,9517,9255,9583.9,9188.4,693.62K,2.83%
06/19/2019,9255.4,9080.7,9295.1,9044,587.57K,1.93%
06/18/2019,9080.6,9318.9,9336.1,8962.7,723.17K,-2.56%
06/17/2019,9318.8,8961,9438.1,8959.8,738.80K,3.98%
06/16/2019,8962.5,8812.2,9332,8771.1,849.77K,1.70%
06/15/2019,8812.5,8655.8,8856.7,8582.3,608.69K,1.81%
06/14/2019,8656.1,8218.6,8685.3,8153.2,643.17K,5.32%
06/13/2019,8219,8132.4,8306.1,8028.6,574.21K,1.06%
06/12/2019,8133.1,7888,8198.1,7805.8,607.89K,3.11%
06/11/2019,7888,7987.8,8010.4,7714.5,579.00K,-1.25%
06/10/2019,7987.8,7635,8012.8,7523.6,641.38K,4.62%
06/09/2019,7635,7901.6,7937.5,7516.9,554.48K,-3.37%
06/08/2019,7901.4,7985.3,8044.4,7770.5,485.81K,-1.05%
06/07/2019,7985.2,7785.8,8099.4,7749.4,588.87K,2.57%
06/06/2019,7784.9,7779.6,7861.4,7480.4,651.82K,0.08%
06/05/2019,7779.1,7685.6,7885,7590.4,762.94K,1.22%
06/04/2019,7685.5,8118.1,8118.1,7494,966.95K,-5.41%
06/03/2019,8124.8,8728.6,8734.9,8102.7,739.45K,-6.92%
06/02/2019,8728.6,8545.8,8807.7,8534.8,614.54K,2.14%
06/01/2019,8545.7,8556.9,8615.8,8454,686.75K,-0.15%
05/31/2019,8558.3,8271.4,8578.8,8135,858.41K,3.46%
05/30/2019,8271.9,8647.8,9045.9,8054.7,1.04M,-4.35%
05/29/2019,8647.8,8715.6,8747.2,8435.3,15.43M,-0.79%
05/28/2019,8716.3,8759.4,8794.1,8568.8,763.20K,-0.50%
05/27/2019,8760.1,8628.9,8902.8,8607.3,907.96K,1.51%
05/26/2019,8630.2,8029.6,8718.6,7866.5,872.12K,7.51%
05/25/2019,8027.4,7971.4,8090.1,7919.1,691.27K,0.72%
05/24/2019,7970.1,7852.8,8124.1,7775.4,868.47K,1.50%
05/23/2019,7852.1,7637.2,7939.1,7486.8,815.14K,2.83%
05/22/2019,7635.7,7928.7,7999,7545.9,821.40K,-3.72%
05/21/2019,7930.3,7965,8056.8,7813.2,804.88K,-0.44%
05/20/2019,7965.3,8156.4,8156.4,7604,958.81K,-2.35%
05/19/2019,8157.2,7261.9,8253.4,7252.3,1.08M,12.32%
05/18/2019,7262.6,7359.9,7458.5,7189.4,865.53K,-1.32%
05/17/2019,7359.5,7871.9,7924,6998.6,1.43M,-6.51%
05/16/2019,7871.8,8164.8,8293.3,7720.4,1.18M,-3.59%
05/15/2019,8164.6,7994.8,8225.3,7856.5,1.13M,2.13%
05/14/2019,7994.6,7806.4,8323.9,7674,1.33M,2.42%
05/13/2019,7806,6984.7,8058.3,6893.1,1.20M,11.76%
05/12/2019,6984.8,7190,7518.9,6802.6,1.35M,-2.86%
05/11/2019,7190.3,6386.6,7373.8,6386.5,1.31M,12.59%
05/10/2019,6386,6194.3,6466.6,6157.8,907.94K,3.14%
05/09/2019,6191.5,5990.5,6206,5990,799.96K,3.36%
05/08/2019,5990.3,5849.4,6011.3,5799.1,757.13K,2.41%
05/07/2019,5849.5,5745.5,6019.8,5745.5,955.88K,1.82%
05/06/2019,5745.1,5775.1,5801.4,5630.5,755.39K,-0.52%
05/05/2019,5774.9,5830.8,5838.2,5708.2,709.02K,-0.96%
05/04/2019,5830.9,5768,5899.2,5605,920.61K,1.11%
05/03/2019,5766.8,5493.6,5844.2,5478.7,1.04M,4.97%
05/02/2019,5493.8,5384.6,5530.8,5370,722.23K,2.04%
05/01/2019,5384.2,5321.1,5396.3,5319.5,623.64K,1.19%
04/30/2019,5320.8,5235.4,5336.6,5195.9,697.42K,1.64%
04/29/2019,5235,5302.4,5322.9,5188.9,775.82K,-1.27%
04/28/2019,5302.3,5265.7,5332.5,5234.4,681.41K,0.69%
04/27/2019,5265.9,5298.2,5318.1,5225.4,833.13K,-0.61%
04/26/2019,5298.3,5209.2,5469.3,5159.3,1.03M,1.71%
04/25/2019,5209.1,5415.6,5528.2,5137.4,955.36K,-3.81%
04/24/2019,5415.6,5511.2,5589.6,5346.8,994.04K,-1.74%
04/23/2019,5511.6,5346.5,5594.4,5291.4,900.00K,3.08%
04/22/2019,5346.7,5248.2,5370.2,5170.2,920.77K,1.97%
04/21/2019,5243.5,5290.2,5308.2,5189.8,811.41K,-0.88%
04/20/2019,5290.2,5241,5327,5240.2,782.32K,0.94%
04/19/2019,5241,5264.8,5282.4,5192.1,787.09K,-0.45%
04/18/2019,5264.7,5208.3,5293.1,5205,727.97K,1.08%
04/17/2019,5208.3,5182.1,5230.9,5165.5,806.52K,0.53%
04/16/2019,5180.9,5031.4,5198.4,5014.4,631.05K,2.95%
04/15/2019,5032.3,5135.1,5168,4964.2,688.20K,-2.00%
04/14/2019,5134.8,5052,5153.5,5010.7,566.38K,1.64%
04/13/2019,5051.8,5054.2,5093.4,5011.6,577.16K,-0.05%
04/12/2019,5054.2,5022.7,5080.5,4889.2,779.14K,0.63%
04/11/2019,5022.6,5307.7,5337,4948,943.49K,-5.37%
04/10/2019,5307.8,5158.4,5404.1,5142.9,837.51K,2.89%
04/09/2019,5158.4,5245,5245.9,5095.2,784.62K,-1.65%
04/08/2019,5245.2,5173.5,5300.6,5060.5,928.23K,1.38%
04/07/2019,5173.6,5046.1,5219.5,5033.7,841.27K,2.53%
04/06/2019,5046.2,5010,5198.4,4947.9,952.18K,0.72%
04/05/2019,5010.2,4902.5,5029.4,4888.3,851.72K,2.20%
04/04/2019,4902.4,4968.7,5042.5,4789.2,1.05M,-1.33%
04/03/2019,4968.7,4859.3,5278.4,4814,13.83M,2.25%
04/02/2019,4859.3,4145.1,4899.6,4143.5,14.77M,17.23%
04/01/2019,4145.1,4102.3,4159.1,4076.8,3.22M,1.04%
03/31/2019,4102.3,4111.8,4121.9,4082.2,2.43M,-0.23%
03/30/2019,4111.8,4103.7,4138.1,4057.1,2.55M,0.23%
03/29/2019,4102.2,4025.7,4123.1,4022.6,3.30M,1.90%
03/28/2019,4025.6,4041.7,4041.7,4008.4,2.11M,-0.40%
03/27/2019,4041.7,3942.8,4043.3,3936.2,2.78M,2.51%
03/26/2019,3942.8,3937.1,3950.7,3899.9,2.53M,0.15%
03/25/2019,3937,3994.8,4000.5,3897.9,2.86M,-1.44%
03/24/2019,3994.7,4002.6,4005.7,3967,2.04M,-0.20%
03/23/2019,4002.5,3990.4,4018.2,3980.8,2.00M,0.30%
03/22/2019,3990.4,3982.2,4005.7,3971.8,2.83M,0.21%
03/21/2019,3982.2,4041.2,4064,3923.8,3.88M,-1.46%
03/20/2019,4041.2,4017,4050,3985.3,3.18M,0.60%
03/19/2019,4017,3990.2,4029.9,3972.4,2.99M,0.67%
03/18/2019,3990.2,3981.5,4032.3,3958.5,2.62M,0.22%
03/17/2019,3981.5,4006.4,4009.8,3956.3,1.87M,-0.62%
03/16/2019,4006.4,3924.4,4050.6,3923.7,3.46M,2.09%
03/15/2019,3924.3,3879,3935.7,3874.8,3.11M,1.17%
03/14/2019,3879,3865.1,3914.7,3828.4,2.86M,0.36%
03/13/2019,3865.1,3885.9,3894.7,3847.4,2.28M,-0.54%
03/12/2019,3886,3870.3,3900.1,3817.1,2.90M,0.41%
03/11/2019,3870.3,3915.2,3935.5,3842.4,3.19M,-1.15%
03/10/2019,3915.2,3944.4,3944.5,3889.2,1.89M,-0.74%
03/09/2019,3944.3,3865.6,3964,3859.7,2.48M,2.03%
03/08/2019,3865.9,3875.1,3929,3810.7,2.96M,-0.24%
03/07/2019,3875.1,3863.1,3907.4,3847.9,2.60M,0.32%
03/06/2019,3863,3857.2,3887.3,3816.7,2.52M,0.15%
03/05/2019,3857.2,3715.9,3873.2,3705.7,3.82M,3.80%
03/04/2019,3715.9,3809.7,3828.4,3681.8,2.85M,-2.45%
03/03/2019,3809.5,3823.2,3836.6,3789.7,1.51M,-0.36%
03/02/2019,3823.1,3821.9,3843.2,3783.6,1.61M,0.03%
03/01/2019,3821.9,3816.7,3855.8,3816.4,1.74M,0.14%
02/28/2019,3816.6,3814.6,3883.7,3783.3,2.31M,0.05%
02/27/2019,3814.6,3810.3,3836.4,3701.9,2.82M,0.11%
02/26/2019,3810.3,3833.5,3845.5,3775,2.09M,-0.61%
02/25/2019,3833.7,3755.7,3870.7,3753.8,765.87K,2.09%
02/24/2019,3755.2,4120.5,4194.2,3738.7,977.78K,-8.86%
02/23/2019,4120.4,3965.2,4152.6,3939.4,727.85K,3.91%
02/22/2019,3965.2,3937.4,3983.1,3931.7,649.55K,0.73%
02/21/2019,3936.6,3972,4011.5,3909.2,668.16K,-0.90%
02/20/2019,3972.4,3914.3,3983.6,3881.2,698.01K,1.48%
02/19/2019,3914.3,3896.4,3993.8,3863.7,1.44M,0.47%
02/18/2019,3896,3664.2,3903.7,3655.1,933.15K,6.33%
02/17/2019,3664.2,3616.8,3689.9,3607.9,580.51K,1.31%
02/16/2019,3616.8,3604.7,3641.9,3599.7,485.63K,0.34%
02/15/2019,3604.7,3592.6,3648.3,3581.4,516.21K,0.34%
02/14/2019,3592.6,3611.5,3624.5,3580.2,498.14K,-0.52%
02/13/2019,3611.5,3632,3663.5,3599.2,558.02K,-0.56%
02/12/2019,3632,3631.8,3656.4,3594.4,545.82K,0.01%
02/11/2019,3631.8,3678.8,3681.1,3623.8,517.28K,-1.28%
02/10/2019,3679,3661,3680.6,3617.1,501.90K,0.48%
02/09/2019,3661.4,3661.6,3675.3,3633.2,454.80K,-0.01%
02/08/2019,3661.7,3397.3,3721.1,3382.5,699.23K,7.77%
02/07/2019,3397.7,3404.9,3421.8,3390.3,471.36K,-0.20%
02/06/2019,3404.3,3468.5,3478,3383.9,514.21K,-1.85%
02/05/2019,3468.4,3463,3485.9,3450.3,460.95K,0.16%
02/04/2019,3462.8,3459,3479.7,3437.1,503.92K,0.11%
02/03/2019,3459.1,3502.3,3507.8,3431.3,451.66K,-1.24%
02/02/2019,3502.5,3467.9,3514.5,3447.8,443.60K,1.00%
02/01/2019,3467.9,3437.7,3485.7,3415.3,481.58K,0.90%
01/31/2019,3437.2,3460,3484.7,3427,477.07K,-0.66%
01/30/2019,3460,3414.6,3479,3394.2,600.25K,1.32%
01/29/2019,3414.8,3442.8,3450.1,3368.2,585.46K,-0.81%
01/28/2019,3442.8,3555.8,3561.2,3395.7,620.85K,-3.17%
01/27/2019,3555.6,3570.9,3583.2,3509.2,464.02K,-0.43%
01/26/2019,3570.9,3572,3652.5,3556.1,432.55K,-0.03%
01/25/2019,3572,3574.3,3582.6,3542.2,448.89K,-0.06%
01/24/2019,3574.3,3561.4,3587,3539.7,428.60K,0.36%
01/23/2019,3561.5,3580.1,3608.3,3532.8,445.87K,-0.52%
01/22/2019,3580.1,3536.9,3607.9,3465.2,447.70K,1.23%
01/21/2019,3536.7,3542.7,3561.4,3505.4,394.17K,-0.16%
01/20/2019,3542.3,3676.2,3699.1,3503.9,563.31K,-3.68%
01/19/2019,3677.8,3605.8,3715.2,3604.1,537.06K,2.00%
01/18/2019,3605.6,3626.3,3627.9,3575.7,488.16K,-0.57%
01/17/2019,3626.4,3588.1,3636.7,3554.8,525.10K,1.07%
01/16/2019,3588,3570.6,3644.1,3561.4,487.34K,0.47%
01/15/2019,3571.3,3637.5,3660.8,3545.7,544.85K,-1.84%
01/14/2019,3638.1,3490.4,3672,3490.4,539.93K,4.24%
01/13/2019,3490.2,3597.3,3617.6,3473.2,452.79K,-2.98%
01/12/2019,3597.2,3616.6,3633.9,3561.3,435.06K,-0.53%
01/11/2019,3616.5,3603.3,3655.7,3563.1,551.64K,0.35%
01/10/2019,3603.7,3978.9,4007.7,3562.1,697.31K,-9.41%
01/09/2019,3978,3971,4014.2,3957.5,473.42K,0.17%
01/08/2019,3971,3985.8,4070.5,3943.1,514.08K,-0.37%
01/07/2019,3985.9,4004.3,4028,3945.5,500.88K,-0.45%
01/06/2019,4004.1,3785.7,4034.1,3758.5,529.89K,5.78%
01/05/2019,3785.4,3802.8,3846.7,3769,468.45K,-0.46%
01/04/2019,3802.7,3780.5,3823.9,3720,488.70K,0.60%
01/03/2019,3780.1,3874.1,3875.8,3753,450.32K,-2.42%
01/02/2019,3873.8,3809.7,3894.8,3768.1,554.47K,1.69%
01/01/2019,3809.4,3709.5,3814.3,3664.4,469.11K,2.69%
12/31/2018,3709.4,3815.1,3819.6,3658.8,545.83K,-2.77%
12/30/2018,3815,3708.2,3837.7,3682.5,519.17K,2.92%
12/29/2018,3706.8,3861.6,3899.6,3696,505.41K,-4.01%
12/28/2018,3861.6,3587.1,3900.3,3565.5,565.24K,7.66%
12/27/2018,3586.9,3793.4,3822.6,3560.8,543.44K,-5.45%
12/26/2018,3793.7,3762.8,3841.9,3680.3,567.11K,0.83%
12/25/2018,3762.5,4025.6,4030.7,3676.5,670.94K,-6.55%
12/24/2018,4026.1,3944.5,4208.2,3941.9,716.29K,2.07%
12/23/2018,3944.4,3964.3,4037.1,3904.6,572.21K,-0.50%
12/22/2018,3964.4,3850.9,3977.2,3803.7,554.59K,2.95%
12/21/2018,3850.9,4075.2,4153.1,3786.9,748.76K,-5.52%
12/20/2018,4076,3687.2,4140.3,3665.8,958.58K,10.55%
12/19/2018,3687.1,3668.1,3924.7,3647.5,792.40K,0.52%
12/18/2018,3668,3526,3683.1,3456.9,698.53K,4.02%
12/17/2018,3526.1,3248.3,3597.4,3243.1,534.78K,8.57%
12/16/2018,3247.9,3228.6,3305,3225.9,335.69K,0.60%
12/15/2018,3228.7,3247.8,3282.3,3177,332.95K,-0.59%
12/14/2018,3247.8,3315.4,3336.6,3199.1,445.56K,-2.04%
12/13/2018,3315.3,3466.2,3474.4,3284.8,435.89K,-4.35%
12/12/2018,3466.1,3390.2,3510.2,3379.4,391.17K,1.72%
12/11/2018,3407.7,3460.4,3485.9,3349.9,418.53K,-1.53%
12/10/2018,3460.5,3566.9,3622.4,3412.7,394.49K,-3.00%
12/09/2018,3567.5,3430.3,3677.6,3424.2,327.93K,4.00%
12/08/2018,3430.4,3422.3,3507.7,3302.9,424.40K,0.24%
12/07/2018,3422.2,3508.9,3626.6,3251.8,639.33K,-2.46%
12/06/2018,3508.6,3771.4,3887.2,3505.7,467.54K,-6.97%
12/05/2018,3771.6,3958.1,3974.1,3765.2,341.60K,-4.72%
12/04/2018,3958.5,3899.9,4082.9,3809.3,326.71K,1.56%
12/03/2018,3897.8,4160.3,4177,3839.9,355.10K,-6.31%
12/02/2018,4160.4,4196.2,4316.1,4105.3,298.63K,-0.85%
12/01/2018,4196.2,4038.7,4299.1,3967.1,316.30K,3.87%
11/30/2018,4039.7,4296.8,4340.6,3954.5,444.52K,-5.98%
11/29/2018,4296.5,4265.5,4440.1,4140.6,414.46K,0.73%
11/28/2018,4265.4,3866.4,4391.8,3866.4,533.04K,10.32%
11/27/2018,3866.5,3840.3,3920.6,3687.8,457.27K,0.77%
11/26/2018,3837,4061,4179,3679.8,571.04K,-5.54%
11/25/2018,4062.2,3920.3,4198.4,3634.2,619.95K,3.62%
11/24/2018,3920.4,4397.3,4494.6,3821.5,382.72K,-10.86%
11/23/2018,4398,4360.9,4455.6,4223.7,348.99K,0.96%
11/22/2018,4356,4646.4,4695.7,4346.7,261.85K,-6.09%
11/21/2018,4638.7,4523,4743.7,4393,412.74K,2.52%
11/20/2018,4524.6,4883.6,5013.4,4272.3,714.08K,-7.36%
11/19/2018,4883.8,5660.4,5662.5,4831.1,478.26K,-13.69%
11/18/2018,5658.3,5621,5727.9,5615.5,158.68K,0.65%
11/17/2018,5621.8,5636.2,5645.5,5561.4,156.51K,-0.26%
11/16/2018,5636.2,5723.5,5747.7,5539.7,224.12K,-1.45%
11/15/2018,5718.9,5854,5878.5,5384.1,375.86K,-2.11%
11/14/2018,5842.4,6428.9,6453.3,5619.2,438.21K,-9.13%
11/13/2018,6429.2,6435,6466.8,6386.7,137.60K,-0.09%
11/12/2018,6435,6445,6475.9,6409.4,130.16K,-0.17%
11/11/2018,6446.1,6427.1,6451.7,6359,127.40K,0.30%
11/10/2018,6427.1,6411.9,6461.7,6411.7,115.87K,0.24%
11/09/2018,6412,6473.8,6496.1,6390,151.60K,-0.96%
11/08/2018,6474,6565.3,6577.3,6466.3,159.30K,-1.39%
11/07/2018,6565.3,6503.1,6594.3,6502,170.76K,0.96%
11/06/2018,6502.8,6460.4,6509.6,6441.6,154.87K,0.67%
11/05/2018,6459.7,6478.2,6489.2,6431.7,128.51K,-0.29%
11/04/2018,6478.2,6386.2,6508.9,6359.7,128.76K,1.44%
11/03/2018,6386.2,6424.5,6429.5,6346.2,112.84K,-0.60%
11/02/2018,6424.7,6400.5,6444.3,6390.9,135.87K,0.38%
11/01/2018,6400.5,6365.9,6421.8,6354.2,124.16K,0.54%
10/31/2018,6365.9,6327.9,6405.7,6257.8,129.06K,0.64%
10/30/2018,6325.7,6336.7,6469.9,6316.5,128.21K,-0.15%
10/29/2018,6335,6486.1,6498.4,6310.5,160.52K,-2.33%
10/28/2018,6486.1,6494.6,6502.2,6461.2,93.97K,-0.12%
10/27/2018,6494.2,6510,6534,6473.7,76.72K,-0.24%
10/26/2018,6510,6507,6570.5,6498.5,97.17K,0.05%
10/25/2018,6507,6532.5,6544.8,6491.5,97.43K,-0.36%
10/24/2018,6530.7,6531.2,6593.8,6522.6,98.74K,0.03%
10/23/2018,6528.7,6558.6,6573.6,6500.5,108.86K,-0.41%
10/22/2018,6555.8,6583,6612.7,6529.5,101.57K,-0.41%
10/21/2018,6583,6575.9,6643.1,6568,92.94K,0.16%
10/20/2018,6572.2,6511.7,6593.7,6495.9,97.77K,0.92%
10/19/2018,6512,6576.4,6603.2,6506.9,121.44K,-0.94%
10/18/2018,6574.1,6690.1,6736.3,6530.6,134.15K,-1.68%
10/17/2018,6686.6,6718.9,6745.9,6637.8,136.71K,-0.28%
10/16/2018,6705.3,6712.4,6836.7,6645.4,155.85K,0.08%
10/15/2018,6699.8,6326.8,7358.4,6300.2,443.33K,5.90%
10/14/2018,6326.8,6321.6,6390.9,6300,99.38K,0.08%
10/13/2018,6321.7,6291.3,6329.3,6282.8,94.45K,0.48%
10/12/2018,6291.3,6239.2,6344.8,6206.8,147.40K,0.84%
10/11/2018,6239.1,6618,6622.5,6206.2,245.28K,-5.72%
10/10/2018,6618,6650.6,6653.5,6526,101.93K,-0.49%
10/09/2018,6650.8,6669.6,6678.9,6613.3,80.79K,-0.28%
10/08/2018,6669.6,6611,6699.5,6589.9,119.68K,0.89%
10/07/2018,6611,6596.3,6633.9,6523.8,77.06K,0.22%
10/06/2018,6596.3,6639.1,6661.5,6550.4,9.18M,-0.65%
10/05/2018,6639.1,6584.2,6682.3,6537.6,9.34M,0.83%
10/04/2018,6584.2,6509.2,6653,6487.8,9.31M,1.17%
10/03/2018,6507.8,6549.9,6563.5,6429.6,9.21M,-0.64%
10/02/2018,6549.9,6608.2,6645.7,6034.9,9.34M,-0.88%
10/01/2018,6608.2,6635.2,6674.7,6072.7,9.19M,-0.41%
09/30/2018,6635.2,6603.9,6673.9,6533.5,9.34M,0.47%
09/29/2018,6603.9,6633.9,6648.4,6464.4,9.42M,-0.48%
09/28/2018,6636,6685.7,6809.2,6538.6,9.57M,-0.79%
09/27/2018,6689.2,6463.7,6738.3,6428.8,9.34M,3.42%
09/26/2018,6468.1,6443,6551.9,6384.1,8.64M,0.36%
09/25/2018,6445.1,6590.6,6590.6,5977,7.34M,-2.11%
09/24/2018,6584.1,6713.3,6728.1,6559.1,7.57M,-1.79%
09/23/2018,6704.1,6729.6,6789.4,6666.4,7.34M,-0.38%
09/22/2018,6729.6,6766.7,6833.3,6635.5,7.31M,-0.55%
09/21/2018,6766.7,6490.9,6780.5,6489.8,7.73M,4.28%
09/20/2018,6489.2,6390.4,6537.5,6346.4,5.18M,1.55%
09/19/2018,6390.4,6342,6478.7,6144.5,3.54M,0.76%
09/18/2018,6342,6251.9,6388.8,6228.8,2.82M,1.44%
09/17/2018,6251.9,6500.2,6533.5,6215.9,3.26M,-3.82%
09/16/2018,6500.2,6519,6520.8,6406.2,3.34M,-0.29%
09/15/2018,6519,6482.6,6562.9,6470.3,3.16M,0.54%
09/14/2018,6483.7,6482.9,6579.4,6412.1,3.20M,0.01%
09/13/2018,6482.9,6338,6867.3,6337.8,3.53M,2.29%
09/12/2018,6338,6293.9,6353.5,6204.5,3.04M,0.70%
09/11/2018,6293.9,6320.7,6391.8,6189.6,3.30M,-0.43%
09/10/2018,6321,6238.5,6358.5,6237.3,3.11M,1.32%
09/09/2018,6238.5,6184.3,6432.6,6148.8,2.84M,0.88%
09/08/2018,6184.3,6390.9,6484.3,6132.3,3.46M,-3.23%
09/07/2018,6390.9,6514.1,6540.6,6316.2,3.30M,-1.89%
09/06/2018,6514,6706.8,6732.9,6337.8,4.02M,-2.87%
09/05/2018,6706.8,7377.5,7407.5,6691.8,4.55M,-9.09%
09/04/2018,7377.5,7264.2,7409.9,7234.5,3.92M,1.56%
09/03/2018,7264.2,7289.8,7330.7,7182.8,3.87M,-0.41%
09/02/2018,7293.9,7189.6,7334.8,7117.3,3.90M,1.45%
09/01/2018,7189.6,7032.4,7264.3,7020.4,3.52M,2.21%
08/31/2018,7033.8,6993.7,7080.2,6698,4.21M,0.57%
08/30/2018,6993.7,7029.2,7050.2,6798,3.74M,-0.50%
08/29/2018,7029.1,7074.6,7121.4,6926.7,4.11M,-0.64%
08/28/2018,7074.6,6897.6,7129.7,6861.2,3.79M,2.57%
08/27/2018,6897.6,6712.7,6902.9,6650.4,3.26M,2.75%
08/26/2018,6712.7,6734.9,6892.7,6573.1,3.37M,-0.33%
08/25/2018,6734.8,6680.6,6783.4,6655.3,3.59M,0.81%
08/24/2018,6680.4,6521.2,6721.2,6472.8,3.70M,2.44%
08/23/2018,6521.2,6359.9,6550.2,6359.2,2.76M,2.54%
08/22/2018,6359.6,6482.2,6840.8,6304.8,3.63M,-1.89%
08/21/2018,6482.2,6268.1,6484.1,6257.4,1.46M,3.41%
08/20/2018,6268.1,6474.2,6516.4,6255.9,3.10M,-3.29%
08/19/2018,6481.5,6379.1,6534.8,6316,2.71M,1.61%
08/18/2018,6379.1,6581.8,6626.4,6295.5,3.15M,-3.08%
08/17/2018,6581.7,6306.7,6581.7,6291.8,3.20M,4.36%
08/16/2018,6306.7,6256.9,6470.9,6249.8,3.50M,0.80%
08/15/2018,6256.9,6190.2,6592.8,6177.9,3.74M,1.08%
08/14/2018,6190.2,6255.3,6255.3,5898.3,3.66M,-1.04%
08/13/2018,6255.3,6313,6524.1,6159.6,234.09K,-0.91%
08/12/2018,6313,6232.1,6453,6169.8,216.33K,1.31%
08/11/2018,6231.6,6152.8,6469.6,6009.8,247.34K,1.29%
08/10/2018,6152.3,6539.5,6570.2,6043.4,298.82K,-5.91%
08/09/2018,6538.8,6283.7,6620.2,6197,237.66K,4.06%
08/08/2018,6283.6,6725.2,6725.2,6138.8,311.54K,-6.56%
08/07/2018,6724.9,6943.6,7149.7,6689.9,232.48K,-3.15%
08/06/2018,6943.6,7027.8,7143.6,6852.5,168.87K,-1.19%
08/05/2018,7027.1,7014,7087.6,6887.9,177.64K,0.18%
08/04/2018,7014.3,7418.9,7484.2,6949.7,222.57K,-5.46%
08/03/2018,7419,7535.6,7535.6,7293.5,226.46K,-1.55%
08/02/2018,7535.6,7606.4,7701.4,7470.6,216.34K,-0.93%
08/01/2018,7606.4,7728.5,7753.2,7449.2,237.69K,-1.59%
07/31/2018,7729.4,8176.4,8176.5,7649.8,266.94K,-5.48%
07/30/2018,8177.1,8214.7,8262,7874.4,242.21K,-0.47%
07/29/2018,8215.6,8231.5,8275.4,8113.3,155.24K,-0.22%
07/28/2018,8234.1,8186.8,8234.1,8077.4,147.14K,0.57%
07/27/2018,8187.4,7936.9,8273.8,7808.3,243.22K,3.15%
07/26/2018,7937,8173.9,8304.3,7861,235.45K,-2.90%
07/25/2018,8173.7,8404.9,8484.6,8062.1,269.23K,-2.78%
07/24/2018,8407,7723.1,8479.8,7701.9,345.32K,8.86%
07/23/2018,7723,7412.4,7809.6,7379.2,272.15K,4.19%
07/22/2018,7412.3,7409,7575.3,7343.7,204.16K,0.05%
07/21/2018,7408.7,7339.3,7460.8,7223.5,160.77K,0.95%
07/20/2018,7339.4,7477.6,7683.6,7292,258.85K,-1.85%
07/19/2018,7477.5,7383.9,7558.4,7288.8,247.25K,1.27%
07/18/2018,7383.6,7321.6,7581.2,7249.3,333.32K,0.84%
07/17/2018,7322,6729.8,7453.2,6666,337.75K,8.80%
07/16/2018,6729.9,6362.8,6749.2,6344.1,312.12K,5.77%
07/15/2018,6362.9,6254.8,6399.6,6238.5,180.67K,1.73%
07/14/2018,6254.8,6229.5,6313.5,6192.5,243.71K,0.40%
07/13/2018,6230.2,6250.8,6333.8,6144.5,233.22K,-0.33%
07/12/2018,6250.6,6389.1,6389.4,6088.8,289.24K,-2.17%
07/11/2018,6389.1,6307.2,6409.7,6296.6,243.82K,1.30%
07/10/2018,6307.2,6668.4,6686.8,6291.5,315.27K,-5.40%
07/09/2018,6667.1,6715.1,6793.8,6637.7,289.48K,-0.71%
07/08/2018,6714.8,6765.4,6784,6694.3,267.60K,-0.75%
07/07/2018,6765.5,6617.7,6805.9,6531.1,114.57K,2.23%
07/06/2018,6617.7,6546.5,6638.2,6458.3,132.69K,1.09%
07/05/2018,6546.5,6598,6693.6,6466.1,166.18K,-0.79%
07/04/2018,6598.4,6513.8,6774.5,6442.3,143.04K,1.30%
07/03/2018,6513.5,6618.6,6676.6,6513.5,150.19K,-1.60%
07/02/2018,6619.5,6349.1,6680,6275,179.92K,3.97%
07/01/2018,6366.8,6398.5,6445.1,6284.7,128.51K,-0.50%
06/30/2018,6398.9,6213.4,6498.5,6204,189.33K,2.99%
06/29/2018,6213.3,5883.2,6284.9,5818.5,206.96K,5.61%
06/28/2018,5883.5,6154.9,6178.4,5854,156.05K,-4.41%
06/27/2018,6154.9,6081.1,6187.3,6025.4,133.42K,1.20%
06/26/2018,6082.1,6256.9,6267.7,6060,176.66K,-2.79%
06/25/2018,6256.6,6155.1,6331.2,6101.7,210.69K,1.66%
06/24/2018,6154.6,6167.9,6248.3,5785.3,240.60K,-0.21%
06/23/2018,6167.3,6055.2,6259,6032.8,142.90K,1.84%
06/22/2018,6055.7,6728.2,6739.7,5955,278.22K,-9.99%
06/21/2018,6728,6765.8,6797.5,6695.1,99.29K,-0.55%
06/20/2018,6765.4,6752.3,6812.7,6575.1,121.48K,0.19%
06/19/2018,6752.4,6719.8,6839.5,6681.5,120.54K,0.49%
06/18/2018,6719.8,6460.5,6794.5,6410.9,135.70K,4.02%
